33	que retorner ne voldroit il mie. 	que faire quar retorner |ne volroit il en nulle maniere. 	32|33
34|35	Atant voit issir del chastel une damoisele |qui ert tote nue en sa chemise, 	Lors uoit issir del castel vne damoisele toute nue en sa chemise. 	34
36	si le menoient troi vilain molt vilainement a 	si le menoient. iiij. ribaut moult felenessement 	35
37	et tenoit chescuns une hache en sa main; 	et tenoit Cascuns en sa main. i. coutel trenchant. 	36
38	et ele crioit 	Et elle crioit 	37
39	quanque ele pooit crier 	quamque elle pooit por chiaus 	38
40	por els qui li faisoient tel honte et tel laidure 	qui li faisoient tel laidure. 	39
41	qu’il la venoient batant tot contreval la riviere. 	quar il lenmenoient tot contreual la riuiere batant 	40
42	Et quant la damoisele vit le chevalier de l’autre part de ! l’eve, 	Et quant elle vit le cheualier de lautre part de laigue. 	41
43	si commence a crier: « 	si li commenche a crier. 	42
44|45	Ha, gentilz chevaliers, |secorés ceste damoisele 	Ha : gentils homs quar secoures ceste damoisele 	43
46	que cist ribaut vuelent ocirre. 	que cist ribaut voelent ochirre. 	44
47|48	Ha, frans hom, |ne m’i laissiés morir, 	Pour dieu ne mi laissies ore mie morir. 	45
49	se vos onques eustes pitié de nule gentil damoisele !» 	se vous eustes onques pitie de nulle damoisele ne de nulle gentil dame 	46
50	Quant Boors ot ce 	Quant bohors oy 	47
51|52	qu’ele li prie si pitousement |qu'il la secore, 	que la damoisele li prioit si piteusement de li secorre 	48
53	si ne set que fere, 	si One sot 	49
54|55	kar volentiers li aidast |s’il peust; 	que faire quar volentiers li alast aidier sil peust estre 	50
56|57	mais il voit l’eve noire |et parfonde et si perilluse 	mais il voit laigue parfonde et perillouse et noire. 	51
58	qu’il cuide bien noier, 	si quide bien morir 	52
59	s’il se met dedens; 	se il si met 	53
60	et d'autre part il voit cele 	Et dautre part voit il cels 	54
61	qui si durement crie merci; 	qui si piteusement li crie merci. 	55
62	si l'em prent tels pitiés 	si len prent tele pities 	56
63	qu’il en laisse totes poors 	quil en laisse toute paour 	57
64	et fet le signe de la crois en mi son vis, 	et met le signe de la vraie crois en mi son front et en mi son pis. 	58
65	puis enbrace l’escu 	puis enbrace son escu 	59
66	et broche le cheval des esperons 	et fiert le cheual des esperons 	60
67	et se fiert en l’eve. 	et se lance en laigue. 	61
68|69	Et li chevals fu fors, |si commence a noer 	Et li cheuaus commence a noier: 	62
70	si tost com il ot terre perdue, 	si tost quil a terre perdue. 	63
71	si l’enporte d’autre part de la rive a quelque paine, 	si lenporte de lautre part a grant paine 	64
72	mais ançois ot beu de l’eve li uns et li autre, 	mes aincois ot beu de laigue li vns et li autres. 	65
73|74	et se li chevals ne fust si buens, |noié fuissent ambedui, 	Et se li cheuaus ne fust si boins noie fussent ambedui 	66
75	kar li chevaliers estoit pesans por les armes 	Car li cheualiers estoit pesans pour lez armes 	67
76	qu’il avoit vestues. 	quil auoit uestues 	68
77	Quant il fu de l’autre part de l’eve, 	si en fu moult en peril. . |uant bohors ot passe laigue pour la damoisele secorre 	69|70
		ainsi que vous poes oir. 	71
78|79	si ne descendi pas, |ains cort vers cels 	si ne descendi mie ains cort sus a chiaus 	72
80	qui la damoisele tenoient et fiert si le premier 	qui la damoisele tenoient |si fiert le premier quil encontre si durement 	73|74
81|82	qu’il aconsieut |qu’il li met le glaive par mi le cors, 	quil li met le glaiue parmi le cors 	75
83	si l’abat a terre, 	si labat a la terre. 	76
84	et li autre s’enfuient erraument 	Et li autre senfuient pour chou 	77
85	por ce que desarmé estoient. 	que desarme estoient. 	78
86	Et la damoisele 	Et la damoisele 	79
87	qui delivree se voit 	qui deliure se uoit. 	80
88	se met a genols devant Boort 	se met maintenant a genouls deuant bohort 	81
89|90	et dist: « |Ha, 	et dist. ha: 	82
91|92	gentils chevaliers, |de Dieu soiés vos beneois, 	gentiex cheualiers de dies oess vous beneois 	83
93	quant vos m’avés de mort rescosse, 	quar vous maues de mort rescousse. 	84
94	et aorés en soit Diex, 	Et aoures en soit diex 	85
95	quant il ceste part vos amena, 	quant il ceste part vous amena. 	86
96	kar cist gloton m’euissent ja morte. — 	Car cist glouton meussent morte |se vous ne fuissies. 	87|88
97|98	Damoisele, |fet il, 	Damoisele ce dist bohors 	89
99|100	por quoi ? — |Sire 	pourcoi vous voloient il mal faire 	90
101|102	fet ele, |jel vos dirai bien, 	Sire fait elle iou le vous dirai bien. 	91
103|104	mais que vos m’aiés mise a sauveté. — |Coment ? 	mais que vous maies mise a sauuete 	92
105|106	fet il. |Avés vos dont garde ? — 	Comment fait il aues vous encore paour. 	93
107	Certes, 		
108|109	fet ele, |ja asseur ne seraî fant 	Sire fait elle ia asseuree ne serai 	94
110	com je sache laiens le seignor del chastel, 	tant que iou y sache le seignor del chastel : 	95
111	kar c’est li plus fel chevaliers del monde et li plus traîtres. » 	quar cest li plus fel cheualiers del monde |et li plus desloiaus. 	96|97
112	A ces paroles voient issir I. chevalier del chastel 	ches paroles voient. j. cheualier issir du castel. 	98
113	et la ou il vit Boort, 	Et la ou il voit bohors. 	99
114|115	si li escrie : « |Laissiés, dans chevaliers, la damoisele 	si li escrie dans cheualiers laissies ester la damoisele 	100
116	que vos n’enmenrois mie! 	quar vous ne lenmenrois pas 	101
117|118	Par mon chief, |mar le rescosistes!» 	et par mon chief mar le rescousistes 	102
119	Si li cort 	quar vous le comperres 	103
120	quanqu’il puet le glaive alongié; 	se iou puis moult chier. 	104
121	et Boors retrait son glaîve a lui del cors a celui 	Et quant bohors lentent si point vers lui 	105
122|123	qu’il avoit ocis; |si laisse le cheval corre 	quanque il pot del cheual traire le glaiue alongie 	106
		quil auoit trait del cors a celui quil auoit ochis. 	107
124	et le fiert si tres durement 	Si fiert celui si durement 	108
125	qu’il l’abat a terre si estordi 	quil labat a terre si estordi 	109
126	qu’il n’a pooir de relever, 	quil not pooir de lui releuer. 	110
127	ains gist pasmés, 	Ains iut illueques tous pasmes 	111
128	kar il chai si felenessement 	quar il cai si felenessement 	112
129	qu’a poi que la canole del col n'avoit brisee. 	que a poi que la canoele del col ne li est brisie. 	113
130	Et Boors li vet a cheval par desus le cors 	Et bohors li uait tout a cheual par desus le cors 	114
131	tant que tot le debrise. 	Si que tout le debrise. 	115
132	Et lors est la damoisele si liee 	Et lors est la damoisele si lie 	116
133	qu’ele ne puet plus 	que plus ne puet. 	117
134	et dist a Boort : « 	Si dist a bohort 	118
135|136	Sire, |nos n’avons mes garde, 	sire nous nauons hui mes garde. 	119
137|138	kar je ne cuit |qu’il eust plus de chevaliers çaiens 	Car iou quit quil ni a plus de cheualiers laiens que cestui. 	120
139|140	que cestui; |si vos dirai ore seurement 	Si vous dirai 	121
141	ce que vos me demandastes n’a encor gaires. — 	ce que vous me denmandastes. 	122
142	Dites, 	ore le me dites 	123
143|144	fet il. — |Sire, 	dont fait bohors. 	124
145|146	fet ele, |entre moi et I. chevalier 	Par foy sire fait elle entre moi et. i. cheualier 	125
147	qui mes amis estoit chevalchions hui matin par mi cest chastel 	qui mes amis estoit cheualchiemes parmi chest chastel. 	126
148	et quant li freres a celui 	Et quant li freres a celui 	127
149	que vos avés abatu me vit, 	qui vous aues abatu me uit. 	128
150	si me volt a force prendre, 	si me volt auoir et prendre par force 	129
151	kar il m’avoit molt longuement amee; 	quar il mauoit lonc tamps amee. 	130
152	si me prist al frain 	Si me prist au frain 	131
153	et m’en volt mener a force, 	et men volt mener a force. 	132
154	mes mes amis se combati a lui 	Mais mes anis se combati a lui 	133
155	tant qu’il l’ocist. 	tant quil locist. 	134
156	Et quant cist 	Et quant chils cheualiers 	135
157	que vos veez ci ore vit son frere mort, 	que vous uees |chi vit son frere mort. 	136|137
158	si fist mon ami prendre a force de vilains et de gens 	si fist mon ami prendre par force de vilains. 	138
159	et l’ocist en venjance de son frere. 	et locist por uengance de son frere 	139
160|161	Mais de moi, |por cui Ses freres avoit esté ocis, 	quil auoit ochis. 	140
162	dist il 	Et dist 	141
163	qu’il se vengeroit sans main metre; si me fist prendre a ces ribaus 	quil se vengeroit de moi sans main metre. |et me fist tantost prendre a ches. iiij. ribaus 	142|143
164	que vos veistes 	que vous ueistes ore. 	144
165	et lor commanda 	et lor commanda 	145
166	qu’il me noiaissent, « 	quil me noiassent. 	146
167|168	kar par armes, |dist il, 	Car par armes dist 	147
169	ne vueil je mie 	il ne voeil iou mie 	148
170	qu’ele muire » ; 	que elle muire. 	149
171	si m'enmenoient, 	Si me menoient 	150
172	si com vos veistes, morir 	ensi com vous ueistes por noier 	151
173	quant vos me venistes secorre par la volenté de Dieu et par la vostre. 	quant vous me uenistes rescorre par la volente de dieu et la vostre. 	152
174	Or vos ai conté mon errement ; 	vous ai conte mon errement 	153
175	si voldroie des Ore mes, 	si volroie 	154
176	se vostre plaisirs estoit, 	se vostre volentes 	155
177	que vos me menissois a salveté en un mien chastel 	y estoit que vous me metissies a sauuete. |En vn mien castel 	156|157
178|179	qui est ci pres. — |Volentiers », 	qui est pres de chi. volentiers fait il 	158
180|181	fet il. |Si le prent par les bras 	et il le prent maintenant par les bras 	159
182	et le monte par devant lui sor le col de son cheval, 	et le met sor le col de son cheual. 	160
183	si a geté son escu derieres son dos, 	et met son escu derriere son dos. 	161
184|185	si s’en vet cele part |ou la damoisele li enseigne 	si sen torne cele part ou la damoisele lenseigne 	162
186	tant que ce vint aprés midi 	Tant que chou vint apres miedi 	163
187	qu’il voient en un tertre I. bel a chastel, 	que il virent deuant euls vn moult bel castel. 	164
188|189	et lors ataignent Il. escuiers |qui issoient d’un bossel 	Et lors ataingnent. ij. escuiers a lentree dun boskel 	165
190	et aportoit chescuns venoisons trosee detriers soi. 	et portoit cascuns venison torsee derriere lui. 	166
191	Quant il virent la damoisele, 	Et quant il voient la damfolisele 	167
192	si descendent a pié 	si descendent a pie 	168
193	et li font grant joie com a celi 	et li font si grant ioie |comme a celui 	169|170
194	qui lor dame estoit 	qui lor dame estoit. 	171
195	mais molt se merveillent 	mais moult sesmerueillent 	172
196	de ce qu’il la virent plorer: 	de ce quil la voient plorer. 	173
197	si li enquierent 	si li demandent 	174
198	que ele a. 	que elle a. 	175
199	Et ele lor dit 	Et elle lor conte 	176
200	comment ses amis avoit esté ocis, « 	comment sez amis auoit este ochis. 	177
201	et je meismes euisse esté morte. 	et iou meisme eusse este ochise. 	178
202	se ne fust cis frans chevaliers 	se ne fust cils frans cheualiers 	179
203	qui par sa debonaireté me resqueust 	qui par Sa debonairete ma rescousse. 	180
204|205	et se mist em peril de mort |por ma vie sauver. » 	et se mist en peril de mort pour moi sauuer. 	181
206	Et lors conseille a l’un de ses escuierset 	Et lors conseilla elle a. j. de ses escuiers 	182
207	cil se destrosse maintenant de sa venoison, 	Et cil destorse tout maintenant sa venison 	183
208	si la baille a son compaignon por porter, 	et le baille a porter a son compaignon 	184
209	si s’en vet vers le chastel 	et sen vait vers le castel 	185
210	quanqu’il puet traire del roncin. 	quanque il pot del ronchi traire. 	186
211	Et Boors demande a la damoisele 	Et bohors demande a la damoisele 	187
212	comment li chastials a non ou ses amis a esté ocis. « 	comment li castiaus auoit non |ou ses amis auoit este ochis. 	188|189
213	Sire, 		
214|215	fet ele, |il a non Galedon 	Sire fait elle il a a non Galdon:. 	190
216	et l’eve par ou vos passastes a non Galede. » 	Et laigue ou vous passastes a a non Galide. 	191
217	Ensi parolent 	Ensi sen vont parlant 	192
218	tant qu’il sont venu jusqu’al chastel, 	tant quil sont venu pres del chastel. 	193
219	si le voit Boors bien seant et fort. 	si le voient moult bel et moult fort |et moult bien seant. 	194|195
220	Et quant il montent ! le tertre, 	Et quant il furent monte le tertre. 	196
221	si voient de laiens issir dames et damoiseles a grant plenté 	si voient issir dames et damoiseles a grant plente 	197
222	dont les unes karolent et les autres dancent 	dont lez vnes dansoient et lez autres karoloient |et baloient 	198|199
223	et les autres joent de divers geus; 	et gieuent de diuers ius. 	200
224	si estoient acesmees et vestues richement 	Si estoient toutes vestues trop richement. 	201
225	et avec venoient chevaliers jusqu’a X. 	Et auec elles venoient cheualier iussPtis elques a. X. 	202
226	qui molt faisoient grant joie; 	qui menoient la plus grant ioie. 	203
227|228	et quant il voient Boort, |si crient tuit encontre lui: « 	et dient a bohort. 	204
229|230	Bien viengniés, |sire, 	Sire bien veignies vous soi tous lez hommes del monde. 	205
231	qui nostre dame avez delivres de mort 	qui nostre dame aues rescousse de mort. 	206
232	et rescosse des mains a ses enemis !» 	et deliuree des mains a sez anemis. 	207
233	Et lors font descendre lor dame 	Et lors font descendre la damoisele 	208
234	et lui avec : 	et lui auekes 	209
235	si ne vos porroit nus conter la joie 	si ne porroit nus conter la grant ioie 	210
236|237	qui li fu fete. |A tel joie et a tel feste enmainent Boort jusqu’al palés del chastel, 	qui li fu faite EN tele ioie et en tele feste 	211
238|239	si le font desarmer, |ou il volsist ou non, 	com vous oliles enmenerent bohort en vne moult bele sale. 	212
240|241	et il le fist a envis, |kar il n’estoit encore mie tens de herbergier. 	et les tables furent mises 	213
242|243	Ensi remist Boors laiens, |si li firent grant joie li un et li autre 	si alerent mangier. 	214
244	Et quant il orent mengié. 	Et quant il orent mangie. 	215
245	a damoisele demande a Boort 	La damoisele demanda bohort 	216
246	comment il avoit non ét 	comment il auoit non. 	217
247	¡l dist 	Et il li dist 	218
248	qu’il avoit non Boors li Essilliés. « 	quil auoit non bohors li escillies. 	219
249|250	Et vos, |fet il. damoisele, 	Et vous dame fait il 	220
251|252	quels est li vostre nons ? — |Sire, 	comment est vostres nons. 	221
253|254	fet ele. |je ai non Blevine de Glocedun, 	Sire fait elle iou ai a non benigne de Glochedon. 	222
255	issi a non cist chastials ou nos somes. » 	Et ensi a a non chis chastiaus. 	223
256	A ces paroles 	A ches paroles 	224
257|258	qu’il disoient, |es vos I escuier 	quil disoient es vous vn escuier 	225
259	qui laiens entre, 	qui laiens entra. 	226
260	si s’agenoille devant la damoisele. « 	si sagenoille deuant la damoisele |et l dist. 	227|228
261	Dame, 	Dame : 	229
262|263	fet il, |la damoisele de Honguefort vostre cosine vos salue 	la dame de hongrefort vous salue. 	230
264	et vos mande 	et vous mande 	231
265	qu’ele vient herbergier o vos. » 	que elle veult anuit herbergier o vous. 	232
266|267	Et quant cele l’entent, |si saut sus si liee et si joiose 	Et quant cele lentent si saut sus. si ioieuse 	233
268	que nule plus 	et si lie que nulle plus. 	234
269	et demande al vaslet 	Si demande a lescuier 	235
270|271	ou ele est. « |Dame. 	ou elle est. 	236
272|273	fet il, |a mains de demie lieue pres de ci. » 	Dame ce dist cil a demie lieue pres de chi. 	237
274	Et ele fet maintenant sa sele metre 	Lors fait maintenant sa sele mettre 	238
275	et dist 	et dist 	239
276	qu’ele ira encontre li; 	que elle yra encontre li. 	240
277	si monte et maine o li. VI. chevaliers 	Si monte maintenant et vi. cheualier aueques li. et. iiij. escuiers. 	241
278	et Illl. en laisse por fere compaignie a Boort ; 	Et si laisse auec bohort. iiij. cheualiers |por lui faire compaignie 	242|243
279	si se part atant de laiens. 	et puis sen ist de laiens. 	244
280	Mes Boors 	Et bohors 	245
281|282	qui les noveles a of̈es de cele de Honguefort |si ne set que fere, 	qui lez noueles ot entendues de la dame de hongrefort, 	246
283|284	kar se il remaint laiens, |ne puet estre 	ne set que faire quar bien set 	247
285	que l’en nel conoisse 	que elle le connistra. 	248
286	et ce ne voldroit il por rien: 	Et chou ne voldroit il pas. 	249
287	si pense longuement a ceste chose. 	si pense a cheste chose moult longement. 	250
288	Quant il ot une piece pensé, 	Et quant il ot pense 	251
289	si se drece en estant 	si se lieue en son estant 	252
290	et demande ses armes tost et isnel. « 	si demande sez armes. 	253
291	Sire, font cil 	Sire font cil 	254
292	qui avec lui estoient, 	qui aueques lui estoient 	255
293|294	qu’en volés vos fere ? — |Je me vueil. 	pourcoi vous voles vous armer. 	256
295|296	fet il, |un poi aler esbatre jusqu’a cel boschel, 	Iou me voel fait il aler esbatre iusken cel bosket. 	257
297	si revendrai orendroit. » 	si reuendrai maintenant. 	258
298	Cil n’osent son commandement refuser. 	Et cil nosent son commandement refuser. 	259
299|300	si aportent ses armes |et il les prent. 	Si li aportent sez armes. 	260
301	Et quant il est armés, 	Et il sen arme. 	261
302	si monte en son cheval a, 	puis monte sor son cheua 	262
303	si se part de laiens par une posterne par devers le boschel », 	et se part de laiens 	263
304	ne ne velt 	et ne veult 	264
305	que nus li face compaignie. 	que nus li face compaignie 	265
306	Et quant il est l. poi eslongiés del chastel, 	Et quant il est vn petit eslongies 	266
307	si torne a destre vers une forest 	si sen torne vers vne haute forest. 	267
308	qu’il voit haute et espesse 	quil vit haute et espesse 	268
309	et s’en vet al ferir des esperons; 	et sen vait au ferir des esperons 	269
310|311	si se fiert en la forest |et eirre 	et se fiert en la forest 	270
312	tant qu’il li anuite ; 	tant quil si anuite. 	271
313|314	et lors escote, |si ot une cloche soner 	Lors oy vne cloche sonner. 	272
315	et il sot bien tantost 	et sot bien tantost 	273
316	que c’estoit hermitages: 	que ce estoit vns hermitages. 	274
317	si s’en torne cele part 	si torne cele part. 	275
318	et descent a l’uis, 	et descent a luis et apele. 	276
319|320	si apele et li hermites li oevre son huis, |si a le reçoit a bele chiere 	Et hermites le rechoit a bele chiere. 	277
321	et le desarme il meismes, 	et le desarme il meismes. 	278
322	puis vet cueillir de l’erbe al cheval 	et puis vait coillir de lerbe pour le cheual 	279
323	et por fere lit al chevalier. 	et fait le lit au cheualier, 	280
324	Ensi est Boors remés chiés l’ermite, 	Nsi est remes bohoors chies le prodomme. 	281
325	et la damoisele de Glocedun chevalcha 	Et la damoisele de Glochedon tcheualche 	282
326	tant a qu’ele encontra cele de Honguefort; 	tant que elle encontre cele de hongrefort. 	283
327	si s’entresaluent, 	si sentrefont moult grant ioie. 	284
328	mais molt se merveille cele de Glocedun, 	Si sesmerueille moult cele de glochedon. 	285
329	quant ele voit sa cosine si atornee et tote sa maisnie: 	quant elle voit sa cousine ensi atornee et toute sa maisnie. 	286
330	si li demande l’acheison 	Si li demande locoison. 	287
331	et cele li conte de chief en chief 	Et elle li conte lauenture de chief en chief 	288
332	et dist 	Et dist 	289
333	que jamés ne finera d’errer 	que iamais ne finera desrer. 	290
334|335	jusqu’el ait le chevalier trové, « |et bien sachiés, 	deuant que elle aura troue le cheualier. 	291
336	fet ele, 		
337|338	bele cosine, |que c’est li plus bials chevaliers et li mieldres 	Car cest li plus biaus et li mieudres 	292
339	que je onques mes veisse, 	que iou onques veisse. 	293
340	et si est encore jovenes enfés; 	et si est iouenes enfes 	294
341	si ai tel duel, 	Si ai tel doel 	295
342	quant il me membre de la vilenie 	quant il me membre de la vilonnie 	296
343	que je fis, 	que iou li fis 	297
344	qu’a poi que li cuers ne me part el ventre. — 	que a poi que li cuers ne me part del uentre. 	298
345|346	En non Dieu, bele cosine, |fet cele de Glocedun, 	Enon dieu bele cousine fait cele de glochedon 	299
347	s’il vos avint bele aventure, 	sil vous est auenue bele auenture 	300
348	il ne m’est pas hui avenue mains bele. » 	elle ne mest mie auenue mains bele. 	301
349	Si li conte tot ensi com il li estoit avenu 	Si li conte |comment il li estoit auenu. 	302|303
350	et dist 	Et li dist 	304
351	qu’ele a le chevalier herbergié; « 	que elle auoit le cheualier herbergie 	305
352	mais bien sachiés, 	mais bien sachies 	306
353|354	fet ele, |que c’est li plus bials chevaliers 	que cest li plus biaus cheualiers del monde. 	307
355	que je onques mes veisse et jovenes durement » ; 	et iouenes est il durement. 	308
356	si li devise sa façon et son grant et sa mesure 	Si li deuise sa fachon et son grant. 	309
357	tant qu’a cele de Honguefort est avis 	Tant que a celer de hongrefort samble 	310
358	que c’est cil 	que che soit cils 	311
359	qu’ele quiert, 	que elle quiert. 	312
360|361	si li tarde molt |qu’ele le voie. 	Si li est moult tart que elle le voie. 	313
362	Ensi chevalchent jusqu’al chastel, 	Si cheuauchent 	314
363|364	si descendent la damoisele molt honorement |et molt font grant joie de li 	tant que elles sont uenues au castel 	315
365	Et lors sont montees el palés; 	et puis montent el palais. 	316
366	si demande cele de laiens ou ses ostes est. « 	Si denande la damoisele de laiens ou sez ostes estoit. 	317
367|368	Par foi, |font si chevalier, 	Par foy dame font li cheualier de laiens 	318
369	¡l s’en vet orrendroit tos armés fors de cest chastel, 	il sen va orendroit tous armes hors de chest chastel. 	319
370	mais il nos dist 	mais il nous dist 	320
371	qu’il revendroit tantost; 	quil reuendroit tantost. 	321
372	n’onques por nul pooir ne volt soffrir 	ne onques pour nul pooir ne volt soffrir 	322
373	que nus de nos alast avec lui. — 	que nus alast aueques lui. 	323
374|375	Quel part s’en ala il ? |fet ele. — 	Et quel part ala il fait elle. 	324
376|377	Dame, |font il, vers cel boschel. — 	Dame font il vers chest bosket. 	325
378|379	Or tost, |fet ele, 	Or tost fait elle montes 	326
380	montés, alés aprés lui, 	si ales apres lui 	327
381	si le nos ramenés. » 	si le me amenes arriere. 	328
382	Lors sont monté li X. chevalier 	LOrs sont monte tout li cheualier 	329
383	et vienent jusqu’al boschel, 	et sont uenu au boskel 	330
384	si le cerchent amont et aval, 	et cerkent amont aual 	331
385	mes del chevalier ne pueent riens trover, 	mais le cheualier 	332
386	si en sont molt irié et dolent 	quil quierent ne poent trouuer. 	333
387	et mandent a lor dame 	Lors reuienent a lor dame |et li dient 	334|335
388	qu’il ne le pueent trover. « 	que il ne seuent |quil est deuenus. 	336|337
389|390	En non Dieu, |fet ele, 	Enon dieu fait elle 	338
391	ensi ne remandra il pas. » 	ensi ne remandra il mie 	339
392	Si monte et tote sa maisnie 	Si monte et toute sa maisnie aueques li. 	340
393	et commande a cerchier le bois de totes pars 	si com menchent a cerkier le bois de toutes pars 	341
394	et il en font son commandement. 		
395	Mais tot ce ne lor valt riens, 	mais che ne lor valut riens 	342
396	kar il n'em puent avoir nul asenement a, 	Car il nen pueent oir nulles enseignes vraies. 	343
397	Quant ele vit ce, 	Et quant la damoisele voit chou. 	344
398	si s’en retorne en son chastel dolente et corociee 	si sen retorne a son castel dolante et corouchie. 	345
399	et conte a cele de Honguefort 	et conte a cele de hongrefort 	346
400	comment ses ostes s’en estoit alez, 	comment sez ostes sen estoit partis de laiens 	347
401	puis demande a cels de laiens: « 	Puis demande a chiaus de laiens. 	348
402	Bials seignors, 	Biau seignor 	349
403|404	quant s’em parti il — |Par foi, 	et quant se parti il de chaiens. 	350
405|406	dame, |font il, 	Dame ce dient cil 	351
407	si tost com il vos en vit aler 	si tost comme se il vous en vit aler. 	352
408	et dist 	et dist 	353
409|410	qu’il revendroit tost. — |Par foi, 	quil reuenroit tantost. 	354
411|412	fet ele, |gabez nos a. » 	par foy fait elle gabe nous a . 	355
413	Lors demanda cele de Honguefort 	ors demande cele de hongrefort 	356
414	quels armes il portoit 	queles armes il portoit. 	357
415|416	et ele li devise. « |En non Dieu, 	Et elle li deuise 	358
417|418	fet ele, |je te trovai hui matin a l’entree d’une forest, 	Enon dieu fait elle iou le trouuai hui matin a lentree dune forest. 	359
419	mes il ne portoit mie tel escu 	mais il ne portoit mie tels armes 	360
420	com cil que je quier. — 	comme cils 	361
421|422	Bele cosine, |fet cele de laiens, 	que iou quier Bele cousine fait cele as de laiens. 	362
423	il le puet bien avoir changié 	il lez puet bien auoir cangies. 	363
424	et je vos di al mien cuidier 	Et iou quit bien a mon escient 	364
425|426	que ce est cil |que vos querez : 	que che soit cil que vous queres 	365
427	si vos prie 	Si vous pri 	366
428	que vos me laissiés o vos aler 	que vous me laissies aler aueques vous 	367
429	tant que trové l’aions 	tant que nous laions trouue. 	368
430	et lors savrai l’acheison 	Et lors si nous dira locoison 	369
431	por quoi il laissa mon ostel a tel ore. — 	pourcoi il a laissie mon ostel en tel maniere. 	370
432|433	Il m’est molt bel, |fet cele de Honguefort, 	Il men est bel fait cele de hongrefort 	371
434	que vos i viegniés, 	que vous y ueignies 	372
435	puis qu’il vos plest. » 	puis quil vous plaist. 	373
436	Ensi remistrent la nuit laiens et al matin. 	Ensi remestrent cele nuit laiens. |et lendemain 	374|375
437|438	si tost com eles ! |virent le jor, 	quant il virent le ior 	376
439	si leverent et se partirent del chastel 	sen alerent |et partirent del castel. 	377|378
440	et entrerent en la queste de lor chevalier. 	et entrerent en la queste del cheualier 	379
441|442	Mais or laisse atant li contes |a parler d’eles et de Boort	Mais ore laisse li contes a parler daus et de bohort 	380
443	et retorne a parler de Lancelot 	et retorne a parler de lancelot del lac. 	381
444	la ou il est entrez en la forest de Sarpenic, 	si comme il entra en la forest de la sapine 	382
445	si com li contes a devise ariers. 	si comme li contes a deuise. 	383
446	Or dist li contes 	Ne dist li contes 	384
447	qu’il fist grant chaut le jor 	que trop grant chaut fist celui ior 	385
448	que Lancelos entra en la forest de Sarpenic 	que lancelot fu entres en la forest de la sapine 	386
449	et por ce ne remest il mie 	Et por chou ne remest il mie 	387
450	qu’il ne chevalchast jusqu’à none; 	quil ne cheualchast iusques a nonne 	388
451	si li avint 	Si li auint 	389
452	ensi qu’il n’encontra home ne feme jusqu’al vespre; 	ensi quil nencontra ne homme ne femme iusques a uespres. 	390
453	mais lors sans faille, 	Mais lors sans faille 	391
454	si com il dut issir de forest 	si comme il dut issir de la forest 	392
455	qui tot le jor li ot duré, 		
456	encontra une damoisele 	si encontra vne damoisele 	393
457	qui molt faisoit grant duel 	qui moult faisoit grant doel. 	394
458	et chevalchoit I. palefroi noir a molt riehe lorain et a molt cointe sele de l'oevre d’Engleterre. 	si cheualchoit vn moult riche palefroy |a vn moult cointe lorain 	395|396
		et a vne sele dengletere 	397
459	Il salue la damoisele 	Il salue la damoisele 	398
460	et ele lui. « 	et elle li rent son salut. 	399
