45	Pour dieu ne mi laissies ore mie morir. 	frans hons ne mi laissiez morir 	49
46	se vous eustes onques pitie de nulle damoisele ne de nulle gentil dame 	se uos eutes onques pitie de franche damosele. 	50
47	Quant bohors oy 	quant boh̾. oit cele 	51
48	que la damoisele li prioit si piteusement de li secorre 	que si piteusement lapele |et li prie 	52|53
49	si One sot 	quil la sekeure. 	54
50	que faire quar volentiers li alast aidier sil peust estre 	Sire set que faire. |car uolentiers li alait aidier 	55|56
51	mais il voit laigue parfonde et perillouse et noire. 	se il poist. |Mais il uoit leue si parfonde et si perilleuse 	57|58
52	si quide bien morir 	que il cuide bien perir 	59
53	se il si met 	se il se met dedans. 	60
54	Et dautre part voit il cels 	et dautre part il uoit cele 	61
55	qui si piteusement li crie merci. 	qui si docemet li prie nc .ci. 	62
56	si len prent tele pities 	Si len prent tes pitiez 	63
57	quil en laisse toute paour 	quil en laisse totes paours. 	64
58	et met le signe de la vraie crois en mi son front et en mi son pis. 	Si fait le signe de la crois enmi son uis. 	65
59	puis enbrace son escu 	puis enbrace lescu. 	66
60	et fiert le cheual des esperons 	et broche le cheual des esperons 	67
61	et se lance en laigue. 	et se fiert en leue tot errantment. 	68
62	Et li cheuaus commence a noier: 	Et li cheuaus fu fors si comance a noer 	69
63	si tost quil a terre perdue. 	si tost com il ot terre perdue 	70
64	si lenporte de lautre part a grant paine 		
65	mes aincois ot beu de laigue li vns et li autres. 		
66	Et se li cheuaus ne fust si boins noie fussent ambedui 		
67	Car li cheualiers estoit pesans pour lez armes 		
68	quil auoit uestues 		
69|70	si en fu moult en peril. . |uant bohors ot passe laigue pour la damoisele secorre 	si lenporte dautͤ part la riue a quelque painne. 	71
71	ainsi que vous poes oir. 		
72	si ne descendi mie ains cort sus a chiaus 	Si ne descendi pas ains cort uers ciax 	72
73	qui la damoisele tenoient 	qui la damoisele renoient 	73
74	si fiert le premier quil encontre si durement 	que il consieut 	74
75	quil li met le glaiue parmi le cors 	quil li met le glaiue parmi le cors 	75
76	si labat a la terre. 	si labat mort aterre. 	76
77	Et li autre senfuient pour chou 	et li autre sen fuient porre 	77
78	que desarme estoient. 	qu il estoient desarme. 	78
79	Et la damoisele 	et la damaisele 	79
80	qui deliure se uoit. 	qui deliuree ce uoit 	80
81	se met maintenant a genouls deuant bohort 	se met a genous deuant boh̾ ha gentis cheualiers 	81
82|83	et dist. ha: |gentiex cheualiers de dies oess vous beneois 	fait ele beneois soiez uos de dieu. 	82
84	quar vous maues de mort rescousse. 	quant uos mauez de mort rescoce. 	83
85	Et aoures en soit diex 	et aoures soit diex 	84
86	quant il ceste part vous amena. 	quant ils amena ceste part. 	85
87	Car cist glouton meussent morte 	Car cil gloton meussent ia morte 	86
88	se vous ne fuissies. 	ce uos ne fussiez. 	87
89	Damoisele ce dist bohors 	Damoisele fait il porcoi. 	88
90|91	pourcoi vous voloient il mal faire |Sire fait elle iou le vous dirai bien. 	Sire fait ele ie le uos dirai bien. 	89
92	mais que vous maies mise a sauuete 	mais que uos maiez misse a Sauuete. 	90
93	Comment fait il aues vous encore paour. 	Coument fait il auez uos dont garde. 	91
94|95	Sire fait elle ia asseuree ne serai |tant que iou y sache le seignor del chastel : 	Certes sire faic ele ia a seur ne sera tant com ie saiche laiens le signeur de cest chastel. 	92
96|97	quar cest li plus fel cheualiers del monde |et li plus desloiaus. 	Car cest li plus fel cheualiers dou monde et li plus traites. 	93
98	ches paroles voient. j. cheualier issir du castel. 	a ces paroles uoit issir un cheualier del chastel. 	94
99	Et la ou il voit bohors. 	et la ou il uoit behort 	95
100	si li escrie dans cheualiers laissies ester la damoisele 	si li est terre. |Laissiez dans cheualiers la damoisele 	96|97
101|102	quar vous ne lenmenrois pas |et par mon chief mar le rescousistes 	que uos nen meneroie et par mon chief mar la rescousites. 	98
103	quar vous le comperres 	Si li acort 	99
104	se iou puis moult chier. 	quanquil puet le glaiue alongnre. 	100
105|106	Et quant bohors lentent si point vers lui |quanque il pot del cheual traire le glaiue alongie 	et behors retrait son glaiue del cors au ribaut 	101
107	quil auoit trait del cors a celui quil auoit ochis. 	que il auoit ocis. |Si li laisse le cheual. 	102|103
108	Si fiert celui si durement 	et le fiert si durement 	104
109	quil labat a terre si estordi 	quil labat a terre si estordi 	105
110	quil not pooir de lui releuer. 	que cil na pooir de releuer. 	106
111	Ains iut illueques tous pasmes 	Ains fu pasmes. 	107
112	quar il cai si felenessement 	Car il fu cheus si uilainnement 	108
113	que a poi que la canoele del col ne li est brisie. 	qua pou quil not la chenole dou col bͥsie. 	109
114	Et bohors li uait tout a cheual par desus le cors 	et behors li ua a cheual par desus le cors. 	110
115	Si que tout le debrise. 	tant que tout le debrisse. 	111
116	Et lors est la damoisele si lie 	et lors est la damoisele si lie 	112
117	que plus ne puet. 	que ele ne puet plus. 	113
118	Si dist a bohort 	et dit a beh̾. 	114
119	sire nous nauons hui mes garde. 	Sire fait ele nous nauons |mais garde ce cuige. 	115|116
120	Car iou quit quil ni a plus de cheualiers laiens que cestui. 	Car ie ne cuit |quil ait mais cheualier laiens plus que cestui. 	117|118
121	Si vous dirai 	Si uus dirai ore seurement 	119
122	ce que vous me denmandastes. 	ce que uos me demandates na gaires. 	120
123	ore le me dites 	Dites 	121
124	dont fait bohors. 	dont damoisele fait il. 	122
125	Par foy sire fait elle entre moi et. i. cheualier 	SIre fait ele par foi entre moi et .i. cheualier 	123
126	qui mes amis estoit cheualchiemes parmi chest chastel. 	qui mes amis estoit. |cheuauchiens hui matin parmi cest chastelet illuec. 	124|125
127	Et quant li freres a celui 	et quant li freres a celui 	126
128	qui vous aues abatu me uit. 	que uos aues ore abatu: |me uit. 	127|128
129	si me volt auoir et prendre par force 	Si me uot a force prandre. 	129
130	quar il mauoit lonc tamps amee. 	Car il mauoit mout longuement amee. 	130
131	Si me prist au frain 	Si me prist 	131
132	et men volt mener a force. 	et me uost mener a force |si tost comme il me tint au fraing. 	132|133
133	Mais mes anis se combati a lui 	Mais mes amis se combati a lui 	134
134	tant quil locist. 	tant que il locit. 	135
135	Et quant chils cheualiers 		
136|137	que vous uees |chi vit son frere mort. 	et quant ciz que uos ueez ore ci uit son frere mort : 	136
138	si fist mon ami prendre par force de vilains. 	si fist mon ami prandre a force de uilains et de gent. 	137
139	et locist por uengance de son frere 	Et locit en la uangence de son frere. 	138
140	quil auoit ochis. 	mais de moi p̾ |cui ses freres auoit este ocis 	139|140
141	Et dist 	dist il 	141
142	quil se vengeroit de moi sans main metre. 	quil sen uangeroit sans main mestre. 	142
143	et me fist tantost prendre a ches. iiij. ribaus 	Si me fist prandre a ses .iiii. uilains 	143
144|145	que vous ueistes ore. |et lor commanda 	que uos ueistes si lor coumanda 	144
146	quil me noiassent. 	quil me noiassent. 	145
147|148	Car par armes dist |il ne voeil iou mie 	Car par hommes ne uoeil ge gaie 	146
149	que elle muire. 	fait il quele morit. 	147
150	Si me menoient 	Si [cum] amenerent ainsi 	148
151	ensi com vous ueistes por noier 	com uos ueistes [raqrir] 	149
152	quant vous me uenistes rescorre par la volente de dieu et la vostre. 	quant uos me [uenistes] secorre par la uolente de dieu et la uostre. |Sire fait la damoisele a beħ. 	150|151
153	vous ai conte mon errement 	Or uous ai conte mon errement. 	152
154|155	si volroie |se vostre volentes 	Si uorroie desormais se uostres [puisses] estoit : 	153
156|157	y estoit que vous me metissies a sauuete. |En vn mien castel 	que uos me menissiez a sauuete en .i. mien chastel 	154
158	qui est pres de chi. volentiers fait il 	qui est ci pres. uolentiers damoisele 	155
159	et il le prent maintenant par les bras 	Sire a si la prent par le bras 	156
160	et le met sor le col de son cheual. 	et la mest deuant lui sur le col de son cheual. 	157
161	et met son escu derriere son dos. 	Si ageste erranmet son escu derier son dos. 	158
162	si sen torne cele part ou la damoisele lenseigne 	Si sen ua cele part ou la damoisele li ensangne. |Si cheuaucherent ainsi 	159|160
163	Tant que chou vint apres miedi 	tant que ce uint apres midi. 	161
164	que il virent deuant euls vn moult bel castel. 	et lors uirent deuant aux en lor chemin |.i.	162|163
		tertre.Ou il auoit .i. tres bel chastel. 	164
165	Et lors ataingnent. ij. escuiers a lentree dun boskel 	et lors ataignent .ii. escuiers |qui issoient dun boschet. 	165|166
166	et portoit cascuns venison torsee derriere lui. 	et aportoit chascuns uenison trossee douant soi. 	167
167	Et quant il voient la damfolisele 	et quant il uirent la damoisele |qui beh̾ auoit deuant luy 	168|169
168	si descendent a pie 	si sont dessendu a pie 	170
169|170	et li font si grant ioie |comme a celui 	et li font la plus grant ioie dou monde a cele 	171
171	qui lor dame estoit. 	qui leur lige dame estoit 	172
172	mais moult sesmerueillent 	Mais mout se merueillent 	173
173	de ce quil la voient plorer. 	quant il la uirent si plorer. 	174
174	si li demandent 	et plus de son ami |que il ne uerent pas mandent 	175|176
175	que elle a. 	que ele a. 	177
176	Et elle lor conte 	et ele lor dit et conte |coment ueuir auecques li. 	178|179
177	comment sez amis auoit este ochis. 	Si li en quierent |et de ses amis auoit este ocis. au chastel 	180|181
178	et iou meisme eusse este ochise. 	ou il trespasoient. |Sire meismes fait ele eusse este morte : 	182|183
179	se ne fust cils frans cheualiers 	Ce ne fust ciz frans cheualiers ci. 	184
180	qui par Sa debonairete ma rescousse. 	qui par sa debonairete et par sa franchisse marescosse des mains a mes anemis 	185
181	et se mist en peril de mort pour moi sauuer. 	et se mist en peril de mort por moi sauuer. 	186
182	Et lors conseilla elle a. j. de ses escuiers 	et se ne lauoie ie pas deserui. 	187
183	Et cil destorse tout maintenant sa venison 	et diex doint |que ie li puisse guerredoner. 	188|189
184	et le baille a porter a son compaignon 	Lors conseille maintenant la damoisele a .i. des escuiers. |et il destrore maintenant sa uenisson et la baille a lautre por portee 	190|191
185	et sen vait vers le castel 	Si sen ua uers le chastel 	192
186	quanque il pot del ronchi traire. 	quanque il puet de roncin traire 	193
187	Et bohors demande a la damoisele 	et behors demande a la damoisele 	194
188	comment li castiaus auoit non 	comment li chastiax auoit non ou ses amis. 	195
189	ou ses amis auoit este ochis. 	auoit este ocis. 	196
190	Sire fait elle il a a non Galdon:. 	Sire fait ele il a non Galedon. 	197
191	Et laigue ou vous passastes a a non Galide. 	et leue par ou uos pasates a non banllete. 	198
192	Ensi sen vont parlant 	Ainsi parole 	199
193	tant quil sont venu pres del chastel. 	tant que il sont uenu ducau chastel. 	200
194|195	si le voient moult bel et moult fort |et moult bien seant. 	Sire uoit beh̾ mout bel et mout bien sains. 	201
196	Et quant il furent monte le tertre. 	et quant il ont monte le tertre 	202
197	si voient issir dames et damoiseles a grant plente 	si uoient issir de laiens dames et damoiseles grant plante 	203
198|199	dont lez vnes dansoient et lez autres karoloient |et baloient 	dont les unes dancent et les autre [...] et [lulent]. 	204
200	et gieuent de diuers ius. 	et les autre iouent de diuers gex 	205
201	Si estoient toutes vestues trop richement. 	si estoient totes acemees et mout richement 	206
202	Et auec elles venoient cheualier iussPtis elques a. X. 	uestues.et auec elles uenoient cheualier iusqua .xx. 	207
203	qui menoient la plus grant ioie. 	qui mout fassoient grant ioe. 	208
204	et dient a bohort. 	et quant il uoient bohort 	209
205	Sire bien veignies vous soi tous lez hommes del monde. 	si crient tuit encontre |lui bien uiengne li sires 	210|211
206	qui nostre dame aues rescousse de mort. 	qui nostre dame a deliuree de mort 	212
207	et deliuree des mains a sez anemis. 	et rescousse des mains a ses anemis 	213
208|209	Et lors font descendre la damoisele |et lui auekes 	et lors font dessendre lor dame et lui auec. 	214
210	si ne porroit nus conter la grant ioie 	Si ne uos porroit nus comper la ioie 	215
211	qui li fu faite EN tele ioie et en tele feste 	qui li fu faite. |A tel ioie et a tal faite en mainnent beh̾. ducau palais dou chastel. 	216|217
212	com vous oliles enmenerent bohort en vne moult bele sale. 	Si le font desarmer uossist ou non. 	218
213	et les tables furent mises 	et il le fait mout enuiz. |Car il nestoit mie eure ne tans de herbregier. 	219|220
214	si alerent mangier. 	ensi remest laiens |si li firont grant ioie et li un et li autre. 	221|222
215	Et quant il orent mangie. 	Et quant il orrent mengie: 	223
216	La damoisele demanda bohort 	la damoisele demande 	224
217	comment il auoit non. 	comment il auoit non. 	225
218	Et il li dist 	etil li dit. 	226
219	quil auoit non bohors li escillies. 		
220|221	Et vous dame fait il |comment est vostres nons. 	et uos comment fait il damoisele 	227
222	Sire fait elle iou ai a non benigne de Glochedon. 	Sire fait ele iai non uenyne de glocedras 	228
223	Et ensi a a non chis chastiaus. 	ainsis a non li chastias ou nos somes 	229
224	A ches paroles 	A ses paroles 	230
225	quil disoient es vous vn escuier 	que il dissoient euousa. escuer 	231
226	qui laiens entra. 	qui laiens entre. 	232
227|228	si sagenoille deuant la damoisele |et l dist. 	et sa genoille deuant la damoisele. 	233
229|230	Dame : |la dame de hongrefort vous salue. 	Dame fait il madarne la damoisele De honguefort uostre cousine uous salue. 	234
231	et vous mande 	Et uous mande 	235
232	que elle veult anuit herbergier o vous. 	que ele uient herbregrer o uus 	236
233	Et quant cele lentent si saut sus. si ioieuse 	Et quant cele lentant si saut sus si lie et si ioeuse 	237
234	et si lie que nulle plus. 	com ele puet plus. 	238
235	Si demande a lescuier 	et demande au uarlet 	239
236	ou elle est. 	ou ele est. 	240
237	Dame ce dist cil a demie lieue pres de chi. 	Dame fait il a mains de demi lieu pres de ci. 	241
238	Lors fait maintenant sa sele mettre 	et ele fait maintenant sa sele mestre. 	242
239	et dist 	et dit 	243
240	que elle yra encontre li. 	que ele ira encomtre. 	244
241|242	Si monte maintenant et vi. cheualier aueques li. et. iiij. escuiers. |Et si laisse auec bohort. iiij. cheualiers 	Si monte et mainna .ui cheualiers auecques li. et .iiii. en laisse por faire compangnie a behͦ. 	245
243|244	por lui faire compaignie |et puis sen ist de laiens. 	si se part de laiens. entre li et sec cheualiers . 	246
245	Et bohors 	Mais beh̾. 	247
246	qui lez noueles ot entendues de la dame de hongrefort, 	qui les noueles ot oiez de cele de honguefort ne set que 	248
247	ne set que faire quar bien set 	faire.Car cil remaint laiens |il ne puet estre 	249|250
248	que elle le connistra. 	que len ne le quenoisse. 	251
249	Et chou ne voldroit il pas. 	et si ne uodroit ce por rien. 	252
250|251	si pense a cheste chose moult longement. |Et quant il ot pense 	Si se pance longuement ace. 	253
252	si se lieue en son estant 	et se dresce en estant a ce 	254
253	si demande sez armes. 	et demande ses armes. tost et inel. 	255
254	Sire font cil 	Sire font cil 	256
255	qui aueques lui estoient 	qui auec lui estoient 	257
256	pourcoi vous voles vous armer. 	quen uoles uos faire. 	258
257	Iou me voel fait il aler esbatre iusken cel bosket. 	Ie men ueil fait il aler |.i pou esbare iusqua cele forest. 	259|260
258	si reuendrai maintenant. 	et reuandrai orendroit et cil 	261
259	Et cil nosent son commandement refuser. 	qui nosent son commandement escondire 	262
260	Si li aportent sez armes. 	Li aportent |et il les prant. 	263|264
261	Et il sen arme. 	et quant il est armes 	265
262|263	puis monte sor son cheua |et se part de laiens 	si se part de laiens par la poterne par deuers .i. bochet 	266
264	et ne veult 	si ne uoet 	267
265	que nus li face compaignie 	que nus li face 	268
266	Et quant il est vn petit eslongies 	compongnie.et quant il est i po eslongniez dou chastel 	269
267|268	si sen torne vers vne haute forest. |quil vit haute et espesse 	si torne a destre par deuers une forest haute et espesce 	270
269	et sen vait au ferir des esperons 	et sen ua au ferir des esperons. 	271
270	et se fiert en la forest 	Si se fiert en la forest 	272
271	tant quil si anuite. 	et erre tantquil li anuitie. 	273
272	Lors oy vne cloche sonner. 	et lors escoute |si oit une cloche soner 	274|275
273	et sot bien tantost 	et il seit bien 	276
274	que ce estoit vns hermitages. 	que cest hermitages 	277
275	si torne cele part. 	si se torne cele part 	278
276	et descent a luis et apele. 	et descent a luis et apele. 	279
277	Et hermites le rechoit a bele chiere. 	et li ermites li ouure |et le resoit a mout bele chiere. 	280|281
278	et le desarme il meismes. 	et le desarme il meismes 	282
279	et puis vait coillir de lerbe pour le cheual 	et puis ua cuillir de lerbe |il meismes por le cheual. 	283|284
280	et fait le lit au cheualier, 	et por faire lit au cheualier 	285
281	Nsi est remes bohoors chies le prodomme. 	Ainsi est boh̾ retrais chies lermite. 	286
282	Et la damoisele de Glochedon tcheualche 	et la damoisele de glocdon cheuauche 	287
283	tant que elle encontre cele de hongrefort. 	quant ele fu partie de son chastel |tant que ele encontre la damoiselle de honguefort 	288|289
284	si sentrefont moult grant ioie. 	si sentre saluent. 	290
285	Si sesmerueille moult cele de glochedon. 	mais mout ce merueille la damoisele de glocedun 	291
286	quant elle voit sa cousine ensi atornee et toute sa maisnie. 	quant ele voit sa cosine si atornee. |et tote sa mainiee ausi. 	292|293
287	Si li demande locoison. 	Si li a demande lacoison. 	294
288	Et elle li conte lauenture de chief en chief 	et cele len conte la uerite de chief en chief 	295
289	Et dist 	et dit 	296
290	que iamais ne finera desrer. 	que iamais ne finera derrer 	297
291	deuant que elle aura troue le cheualier. 	tant que ele ait le cheualier troue. |et bien sachiez bele cosine 	298|299
292|293	Car cest li plus biaus et li mieudres |que iou onques veisse. 	que cest li muxdres cheualiers et li plus biax dou monde. 	300
294	et si est iouenes enfes 	et si est encore iones enfes. 	301
295	Si ai tel doel 	Si ai tel duel 	302
296	quant il me membre de la vilonnie 	quant ie mamenbre de la uilenie 	303
297	que iou li fis 	que ie li fis: 	304
298	que a poi que li cuers ne me part del uentre. 	ca pou Li cuers ne me part. 	305
299	Enon dieu bele cousine fait cele de glochedon 	En non dieu bele cosine fait cele de glocedun. 	306
300	sil vous est auenue bele auenture 	Si uos auint bele auanture: 	307
301	elle ne mest mie auenue mains bele. 	il ne mest pas hui auenue mains bele. 	308
302	Si li conte 	Si li conte coument 	309
303	comment il li estoit auenu. 	il li est auenu. 	310
304	Et li dist 	et dit 	311
305	que elle auoit le cheualier herbergie 	que ele a le cheualier herbregre. 	312
306	mais bien sachies 	et bien sachiez 	313
307	que cest li plus biaus cheualiers del monde. 	que cest li plus biax cheualiers |que ie onques ueisse. 	314|315
308	et iouenes est il durement. 	et iosnes durement. 	316
309	Si li deuise sa fachon et son grant. 	Si li deuisse sa fason et son grant et sa mesure. 	317
310	Tant que a celer de hongrefort samble 	Tant que a cele de honguefort est auis 	318
311	que che soit cils 	que ce est cil 	319
312	que elle quiert. 	que ele quiert. 	320
313	Si li est moult tart que elle le voie. 	si li tarde mout |quele le uoie. 	321|322
314	Si cheuauchent 	ainsi cheuauchent 	323
315	tant que elles sont uenues au castel 	tant que au chastel sont uenues. 	324
		Si dessandent la damoisele de honguesfort mout honorablement. 	325
		et mout font grant ioie de li. 	326
316	et puis montent el palais. 	et lors sont montees el palais amont.	327
317	Si denande la damoisele de laiens ou sez ostes estoit. 	Si demande cele de laiens ou ses ostes est. 	328
318	Par foy dame font li cheualier de laiens 	par foi font cil cheualier il 	329
319	il sen va orendroit tous armes hors de chest chastel. 	sen ua maintenant tous armes fors de cest chastel. 	330
320	mais il nous dist 	mais il nous dit 	331
321	quil reuendroit tantost. 	que il reuanroit tantost. 	332
322	ne onques pour nul pooir ne volt soffrir 	ne onques por nul pooir ne uost souffrir 	333
323	que nus alast aueques lui. 	que nus alast auec lui. 	334
324	Et quel part ala il fait elle. 	que part sen ua il fait ele 	335
325	Dame font il vers chest bosket. 	Dame font il uers cest bochet. 	336
326|327	Or tost fait elle montes |si ales apres lui 	Or tost montes illec apres 	337
328	si le me amenes arriere. 	si le nous ramenez. 	338
329	LOrs sont monte tout li cheualier 	Loes sont monte .x. cheualier. 	339
330	et sont uenu au boskel 	et uiennent iuscau bochet 	340
331	et cerkent amont aual 	si le serchent amont et aual. 	341
332|333	mais le cheualier |quil quierent ne poent trouuer. 	mais del cheualier ne pueent point trouer. 	342
334	Lors reuienent a lor dame 		
335|336	et li dient |que il ne seuent 	En non dieu fait ele ainsi ne remandra il pas. 	343
337|338	quil est deuenus. |Enon dieu fait elle 	si mente ele 	344
339|340	ensi ne remandra il mie |Si monte et toute sa maisnie aueques li. 	et coure sa mainie 	345
341	si com menchent a cerkier le bois de toutes pars 	et comande a cenhier le bois de toutes pars. |Et il font son commandement. 	346|347
342	mais che ne lor valut riens 	Mais tout ce ne lor uaut rien. 	348
343	Car il nen pueent oir nulles enseignes vraies. 	Car il ne pueent trouer nul a lanement dou monde 	349
344	Et quant la damoisele voit chou. 	quant ele uoit ce: 	350
345	si sen retorne a son castel dolante et corouchie. 	si en retorne en son chastels 	351
346	et conte a cele de hongrefort 	et conte a cele de honguefort 	352
347	comment sez ostes sen estoit partis de laiens 	comment ses ost en est alez. 	353
348|349	Puis demande a chiaus de laiens. |Biau seignor 	et puis demande a ciax de laiens oiez signor 	354
350	et quant se parti il de chaiens. 	quant sen ala il. 	355
351	Dame ce dient cil 	Par foi dame 	356
352	si tost comme se il vous en vit aler. 	si tost com il uous en uit aler. 	357
353	et dist 	et dit 	358
354|355	quil reuenroit tantost. |par foy fait elle gabe nous a . 	quil reuandroit tost par foi signor gabe nos A. 	359
356|357	ors demande cele de hongrefort |queles armes il portoit. 	Et lors demanda cele de honguefort ques armes il a 	360
358	Et elle li deuise 	et cele li deuise. 	361
359	Enon dieu fait elle iou le trouuai hui matin a lentree dune forest. 	En non dieu fait |Se ioe lencontrai hui matin a lantree dune forest 	362|363
360	mais il ne portoit mie tels armes 	mais il ne portoit mie tel escu. 	364
361|362	comme cils |que iou quier Bele cousine fait cele as de laiens. 	comme cil que ie quier bele cousine fait cele de Iaiens 	365
363	il lez puet bien auoir cangies. 	il le puet bien auoir changie 	366
364	Et iou quit bien a mon escient 	puis et ie uos di au mien cuidier 	367
365	que che soit cil que vous queres 	que cest ciz |que uus querez. 	368|369
366	Si vous pri 	Si uous pri 	370
367	que vous me laissies aler aueques vous 	que uous me laissiez a uos Aler 	371
368	tant que nous laions trouue. 	tant que troue laions 	372
369	Et lors si nous dira locoison 	et lors saurai locoson 	373
370	pourcoi il a laissie mon ostel en tel maniere. 	por coi il a laisier mon ostel a tel eure. 	374
371	Il men est bel fait cele de hongrefort 	il met mout bel fait cele de hongefort. 	375
372|373	que vous y ueignies |puis quil vous plaist. 	que uous i uangnerez de que il uos plait. 	376
374	Ensi remestrent cele nuit laiens. 	Ainsi remesent laiens la nuit. 	377
375	et lendemain 	et au matin 	378
376	quant il virent le ior 	si tost comme eles uirent le ior: 	379
377|378	sen alerent |et partirent del castel. 	se leuerent et se partirent del chastel. 	380
379	et entrerent en la queste del cheualier 	Si entrent en la quese de lor cheualier 	381
380	Mais ore laisse li contes a parler daus et de bohort 	mais or laisse li contes a parler atant deles et de behort. 	382
381	et retorne a parler de lancelot del lac. 	et retorne a parler de lancͣ. 	383
382|383	si comme il entra en la forest de la sapine |si comme li contes a deuise. 	la ou il est entrer en la forest de sarpenic 	384
384|385	Ne dist li contes |que trop grant chaut fist celui ior 	GRant chaut cedit li contes fist le ior 	385
386	que lancelot fu entres en la forest de la sapine 	que lanc̃. entra en la foret de sarpenic. 	386
387	Et por chou ne remest il mie 	et por ce ne remest il pas 	387
388	quil ne cheualchast iusques a nonne 	que lanc̃ ne cheuanchast iusques a none. 	388
389	Si li auint 	Si auint 	389
390	ensi quil nencontra ne homme ne femme iusques a uespres. 	quil nancontra home ne fame iuscau uespre. 	390
391	Mais lors sans faille 	mais lors sans faille 	391
392	si comme il dut issir de la forest 	Si comme il dut issir de la forest 	392
		qui tote ior li ot dure 	393
393	si encontra vne damoisele 	Si encontra une damoisele 	394
394	qui moult faisoit grant doel. 	qui mout faissoit grant duel. 	395
395|396	si cheualchoit vn moult riche palefroy |a vn moult cointe lorain 	et cheuauchoit .i. palefroi noir a mout riche lomin et a mout riche cele de lueure dangeterre. 	396
397	et a vne sele dengletere 		
398	Il salue la damoisele 	Il salue la damoisele 	397
399	et elle li rent son salut. 	et ele autresi lui. 	398
400	Damoisele fet il 	Damoisele fait lanc̃ 	399
401	sil vous plaisoit iou sauroie volentiers 	car me dites ore |ce il uos plait 	400|401
402	pourcoi vous plores. 	que uos auez. |et por coi uus plorez. 	402|403
403	Sire certes dist elle 	Certes sire fait ele 	404
404	se iou y qui doie auoir aucun preu iou le vous diroie 	se ie i cuidoie auoir preu ie le uos diroie. 	405
405	Damage fait il 	Damage fait il 	406
406	ni aurois vous ia se dieu plaist. 	ni aurez uos ia se dieu plait. 	407
407	Dites le moi par tel conuent 	Mais dites le moi par couant 	408
408	que se iou vous puis aidier a esclairier vostre cuer iou le ferai a mon pooir. 	que ie uos en aiderai a eslaicier. |a mon paoir 	409|410
		ce ie uos en puis aidier. 	411
409	Enon dieu sire fet elle 	En non dieu sire fait ele 	412
